"","node","cluster"
"1787","HORVU.MOREX.r2.1HG0054170",15
"1788","HORVU.MOREX.r2.3HG0206280",15
"1789","HORVU.MOREX.r2.2HG0126510",15
"1790","HORVU.MOREX.r2.5HG0395490",15
"1791","HORVU.MOREX.r2.3HG0224400",15
"1792","HORVU.MOREX.r2.3HG0251860",15
"1793","HORVU.MOREX.r2.3HG0242890",15
"1794","HORVU.MOREX.r2.7HG0609260",15
"1795","HORVU.MOREX.r2.7HG0595380",15
"1796","HORVU.MOREX.r2.7HG0567960",15
"1797","HORVU.MOREX.r2.5HG0353700",15
"1798","HORVU.MOREX.r2.7HG0593320",15
"1799","HORVU.MOREX.r2.7HG0549740",15
"1800","HORVU.MOREX.r2.3HG0255240",15
"1801","HORVU.MOREX.r2.6HG0514430",15
"1802","HORVU.MOREX.r2.2HG0110070",15
"1803","HORVU.MOREX.r2.2HG0097480",15
"1804","HORVU.MOREX.r2.1HG0057530",8
"1805","HORVU.MOREX.r2.3HG0238940",2
"1806","HORVU.MOREX.r2.4HG0349070",8
"1807","HORVU.MOREX.r2.1HG0045400",8
"1808","HORVU.MOREX.r2.2HG0153420",8
"1809","HORVU.MOREX.r2.4HG0338430",2
"1810","HORVU.MOREX.r2.4HG0312850",8
"1811","HORVU.MOREX.r2.4HG0324060",8
"1812","HORVU.MOREX.r2.1HG0072390",2
"1813","HORVU.MOREX.r2.3HG0230880",2
"1814","HORVU.MOREX.r2.UnG0626280",8
"1815","HORVU.MOREX.r2.6HG0479020",8
"1816","HORVU.MOREX.r2.5HG0407060",2
"1817","HORVU.MOREX.r2.6HG0485920",8
"1818","HORVU.MOREX.r2.6HG0475730",8
"1819","HORVU.MOREX.r2.4HG0322690",8
"1820","HORVU.MOREX.r2.5HG0410170",8
"1821","HORVU.MOREX.r2.4HG0284770",8
"1822","HORVU.MOREX.r2.2HG0119460",8
"1823","HORVU.MOREX.r2.5HG0437610",8
"1824","HORVU.MOREX.r2.3HG0252650",8
"1825","HORVU.MOREX.r2.2HG0108460",8
"1826","HORVU.MOREX.r2.2HG0149190",8
"1827","HORVU.MOREX.r2.4HG0314460",2
"1828","HORVU.MOREX.r2.2HG0145180",8
"1829","HORVU.MOREX.r2.7HG0568550",8
"1830","HORVU.MOREX.r2.4HG0281250",8
"1831","HORVU.MOREX.r2.3HG0247440",8
"1832","HORVU.MOREX.r2.3HG0260630",8
"1833","HORVU.MOREX.r2.1HG0026120",2
"1834","HORVU.MOREX.r2.5HG0377040",8
"1835","HORVU.MOREX.r2.5HG0356540",8
"1836","HORVU.MOREX.r2.4HG0281140",8
"1837","HORVU.MOREX.r2.6HG0484190",2
"1838","HORVU.MOREX.r2.5HG0401870",13
"1839","HORVU.MOREX.r2.4HG0324790",13
"1840","HORVU.MOREX.r2.1HG0027180",2
"1841","HORVU.MOREX.r2.5HG0435400",2
"1842","HORVU.MOREX.r2.1HG0038710",2
"1843","HORVU.MOREX.r2.5HG0419070",2
"1844","HORVU.MOREX.r2.6HG0490080",2
"1845","HORVU.MOREX.r2.5HG0430170",8
"1846","HORVU.MOREX.r2.3HG0207350",8
"1847","HORVU.MOREX.r2.2HG0096220",2
"1848","HORVU.MOREX.r2.5HG0429940",8
"1849","HORVU.MOREX.r2.1HG0027000",8
"1850","HORVU.MOREX.r2.5HG0430280",8
"1851","HORVU.MOREX.r2.1HG0071810",8
"1852","HORVU.MOREX.r2.7HG0554600",8
"1853","HORVU.MOREX.r2.6HG0500460",2
"1854","HORVU.MOREX.r2.5HG0412720",2
"1855","HORVU.MOREX.r2.5HG0412750",2
"1856","HORVU.MOREX.r2.UnG0625600",2
"1857","HORVU.MOREX.r2.1HG0044700",13
"1858","HORVU.MOREX.r2.5HG0412700",2
"1859","HORVU.MOREX.r2.5HG0412740",2
"1860","HORVU.MOREX.r2.5HG0412710",2
"1861","HORVU.MOREX.r2.5HG0392960",2
"1862","HORVU.MOREX.r2.5HG0412730",2
"1863","HORVU.MOREX.r2.5HG0365770",2
"1864","HORVU.MOREX.r2.4HG0322900",2
"1865","HORVU.MOREX.r2.3HG0273330",13
"1866","HORVU.MOREX.r2.1HG0003010",13
"1867","HORVU.MOREX.r2.1HG0028440",2
"1868","HORVU.MOREX.r2.2HG0129950",2
"1869","HORVU.MOREX.r2.5HG0411590",2
"1870","HORVU.MOREX.r2.7HG0569750",2
"1871","HORVU.MOREX.r2.2HG0147450",2
"1872","HORVU.MOREX.r2.7HG0577770",8
"1873","HORVU.MOREX.r2.5HG0364500",13
"1874","HORVU.MOREX.r2.1HG0028810",8
"1875","HORVU.MOREX.r2.6HG0495460",2
"1876","HORVU.MOREX.r2.7HG0618510",2
"1877","HORVU.MOREX.r2.1HG0007670",8
"1878","HORVU.MOREX.r2.6HG0470600",2
"1879","HORVU.MOREX.r2.7HG0565540",2
"1880","HORVU.MOREX.r2.5HG0369400",2
"1881","HORVU.MOREX.r2.5HG0440740",2
"1882","HORVU.MOREX.r2.3HG0245040",2
"1883","HORVU.MOREX.r2.5HG0434650",8
"1884","HORVU.MOREX.r2.2HG0132020",2
"1885","HORVU.MOREX.r2.2HG0151640",2
"1886","HORVU.MOREX.r2.3HG0231450",13
"1887","HORVU.MOREX.r2.4HG0309240",13
"1888","HORVU.MOREX.r2.7HG0565950",13
"1889","HORVU.MOREX.r2.7HG0562230",2
"1890","HORVU.MOREX.r2.1HG0030230",2
"1891","HORVU.MOREX.r2.7HG0613260",8
"1892","HORVU.MOREX.r2.6HG0472970",8
"1893","HORVU.MOREX.r2.3HG0196610",8
"1894","HORVU.MOREX.r2.4HG0297450",13
"1895","HORVU.MOREX.r2.2HG0090790",13
"1896","HORVU.MOREX.r2.2HG0131660",13
"1897","HORVU.MOREX.r2.6HG0463900",13
"1898","HORVU.MOREX.r2.5HG0438740",13
"1899","HORVU.MOREX.r2.5HG0427220",2
"1900","HORVU.MOREX.r2.2HG0146510",8
"1901","HORVU.MOREX.r2.4HG0325470",13
"1902","HORVU.MOREX.r2.7HG0544410",13
"1903","HORVU.MOREX.r2.4HG0308470",8
"1904","HORVU.MOREX.r2.1HG0070120",13
"1905","HORVU.MOREX.r2.5HG0394640",13
"1906","HORVU.MOREX.r2.6HG0490840",8
"1907","HORVU.MOREX.r2.5HG0408350",13
"1908","HORVU.MOREX.r2.7HG0567300",13
"1909","HORVU.MOREX.r2.1HG0032070",8
"1910","HORVU.MOREX.r2.1HG0043060",8
"1911","HORVU.MOREX.r2.4HG0341440",8
"1912","HORVU.MOREX.r2.7HG0571840",8
"1913","HORVU.MOREX.r2.1HG0032090",15
"1914","HORVU.MOREX.r2.4HG0284050",15
"1915","HORVU.MOREX.r2.2HG0147940",8
"1916","HORVU.MOREX.r2.2HG0170020",8
"1917","HORVU.MOREX.r2.6HG0511170",8
"1918","HORVU.MOREX.r2.2HG0154600",8
"1919","HORVU.MOREX.r2.5HG0396660",15
"1920","HORVU.MOREX.r2.1HG0033180",2
"1921","HORVU.MOREX.r2.7HG0595480",15
"1922","HORVU.MOREX.r2.6HG0518330",2
"1923","HORVU.MOREX.r2.7HG0596450",15
"1924","HORVU.MOREX.r2.7HG0553070",2
"1925","HORVU.MOREX.r2.7HG0599290",2
"1926","HORVU.MOREX.r2.7HG0572070",2
"1927","HORVU.MOREX.r2.5HG0422010",2
"1928","HORVU.MOREX.r2.1HG0029360",2
"1929","HORVU.MOREX.r2.3HG0211370",2
"1930","HORVU.MOREX.r2.3HG0253960",2
"1931","HORVU.MOREX.r2.6HG0476630",2
"1932","HORVU.MOREX.r2.1HG0025970",2
"1933","HORVU.MOREX.r2.4HG0319220",2
"1934","HORVU.MOREX.r2.7HG0574340",2
"1935","HORVU.MOREX.r2.3HG0211380",2
"1936","HORVU.MOREX.r2.6HG0510250",2
"1937","HORVU.MOREX.r2.5HG0354360",2
"1938","HORVU.MOREX.r2.1HG0057870",2
"1939","HORVU.MOREX.r2.2HG0153430",8
"1940","HORVU.MOREX.r2.2HG0137840",13
"1941","HORVU.MOREX.r2.5HG0379250",13
"1942","HORVU.MOREX.r2.4HG0284310",8
"1943","HORVU.MOREX.r2.6HG0485390",13
"1944","HORVU.MOREX.r2.6HG0526230",15
"1945","HORVU.MOREX.r2.6HG0463520",15
"1946","HORVU.MOREX.r2.1HG0059220",15
"1947","HORVU.MOREX.r2.4HG0341190",15
"1948","HORVU.MOREX.r2.1HG0059230",15
"1949","HORVU.MOREX.r2.7HG0596370",6
"1950","HORVU.MOREX.r2.3HG0252840",8
"1951","HORVU.MOREX.r2.3HG0236690",2
"1952","HORVU.MOREX.r2.4HG0326110",8
"1953","HORVU.MOREX.r2.7HG0580900",13
"1954","HORVU.MOREX.r2.3HG0269330",13
"1955","HORVU.MOREX.r2.3HG0245940",13
"1956","HORVU.MOREX.r2.7HG0595190",8
"1957","HORVU.MOREX.r2.4HG0329090",13
"1958","HORVU.MOREX.r2.2HG0098010",13
"1959","HORVU.MOREX.r2.6HG0450090",13
"1960","HORVU.MOREX.r2.4HG0329070",13
"1961","HORVU.MOREX.r2.1HG0046500",13
"1962","HORVU.MOREX.r2.2HG0178520",13
"1963","HORVU.MOREX.r2.3HG0245960",13
"1964","HORVU.MOREX.r2.3HG0245930",13
"1965","HORVU.MOREX.r2.4HG0282600",13
"1966","HORVU.MOREX.r2.3HG0252280",13
"1967","HORVU.MOREX.r2.4HG0343790",8
"1968","HORVU.MOREX.r2.4HG0295720",8
"1969","HORVU.MOREX.r2.7HG0596940",8
"1970","HORVU.MOREX.r2.3HG0255960",8
"1971","HORVU.MOREX.r2.5HG0399850",8
"1972","HORVU.MOREX.r2.7HG0584210",2
"1973","HORVU.MOREX.r2.5HG0381700",13
"1974","HORVU.MOREX.r2.4HG0282730",2
"1975","HORVU.MOREX.r2.3HG0216640",2
"1976","HORVU.MOREX.r2.1HG0035690",2
"1977","HORVU.MOREX.r2.1HG0011030",8
"1978","HORVU.MOREX.r2.4HG0331780",8
"1979","HORVU.MOREX.r2.6HG0497530",8
"1980","HORVU.MOREX.r2.6HG0475180",8
"1981","HORVU.MOREX.r2.1HG0043940",8
"1982","HORVU.MOREX.r2.2HG0140440",8
"1983","HORVU.MOREX.r2.4HG0327040",8
"1984","HORVU.MOREX.r2.1HG0070360",15
"1985","HORVU.MOREX.r2.3HG0232370",15
"1986","HORVU.MOREX.r2.1HG0037190",15
"1987","HORVU.MOREX.r2.5HG0438290",15
"1988","HORVU.MOREX.r2.5HG0438370",15
"1989","HORVU.MOREX.r2.5HG0378260",8
"1990","HORVU.MOREX.r2.7HG0544480",2
"1991","HORVU.MOREX.r2.5HG0421060",2
"1992","HORVU.MOREX.r2.7HG0581540",13
"1993","HORVU.MOREX.r2.1HG0046370",13
"1994","HORVU.MOREX.r2.6HG0488180",13
"1995","HORVU.MOREX.r2.5HG0445080",13
"1996","HORVU.MOREX.r2.5HG0360580",13
"1997","HORVU.MOREX.r2.5HG0377220",8
"1998","HORVU.MOREX.r2.4HG0295370",13
"1999","HORVU.MOREX.r2.1HG0055160",8
"2000","HORVU.MOREX.r2.5HG0390780",13
"2001","HORVU.MOREX.r2.2HG0119300",13
"2002","HORVU.MOREX.r2.5HG0390170",13
"2003","HORVU.MOREX.r2.3HG0269510",13
"2004","HORVU.MOREX.r2.3HG0211780",13
"2005","HORVU.MOREX.r2.1HG0036900",2
"2006","HORVU.MOREX.r2.4HG0341290",14
"2007","HORVU.MOREX.r2.1HG0037430",27
"2008","HORVU.MOREX.r2.5HG0390230",4
"2009","HORVU.MOREX.r2.6HG0461810",4
"2010","HORVU.MOREX.r2.6HG0490060",15
"2011","HORVU.MOREX.r2.1HG0020620",15
"2012","HORVU.MOREX.r2.7HG0570680",15
"2013","HORVU.MOREX.r2.2HG0102770",15
"2014","HORVU.MOREX.r2.3HG0191450",15
"2015","HORVU.MOREX.r2.3HG0194740",15
"2016","HORVU.MOREX.r2.3HG0184170",11
"2017","HORVU.MOREX.r2.3HG0232580",2
"2018","HORVU.MOREX.r2.7HG0593840",15
"2019","HORVU.MOREX.r2.6HG0468390",15
"2020","HORVU.MOREX.r2.4HG0337780",15
"2021","HORVU.MOREX.r2.1HG0037500",13
"2022","HORVU.MOREX.r2.3HG0266510",13
"2023","HORVU.MOREX.r2.6HG0520290",13
"2024","HORVU.MOREX.r2.1HG0037530",2
"2025","HORVU.MOREX.r2.7HG0573290",2
"2026","HORVU.MOREX.r2.3HG0182460",2
"2027","HORVU.MOREX.r2.4HG0327410",2
"2028","HORVU.MOREX.r2.7HG0591690",2
"2029","HORVU.MOREX.r2.3HG0207800",2
"2030","HORVU.MOREX.r2.4HG0283150",2
"2031","HORVU.MOREX.r2.6HG0449050",2
"2032","HORVU.MOREX.r2.5HG0432120",2
"2033","HORVU.MOREX.r2.2HG0152140",2
"2034","HORVU.MOREX.r2.5HG0425670",2
"2035","HORVU.MOREX.r2.3HG0246350",13
"2036","HORVU.MOREX.r2.2HG0110990",2
"2037","HORVU.MOREX.r2.5HG0423220",2
"2038","HORVU.MOREX.r2.5HG0422860",2
"2039","HORVU.MOREX.r2.6HG0474380",2
"2040","HORVU.MOREX.r2.5HG0363800",2
"2041","HORVU.MOREX.r2.2HG0160350",2
"2042","HORVU.MOREX.r2.6HG0507900",11
"2043","HORVU.MOREX.r2.2HG0109550",2
"2044","HORVU.MOREX.r2.4HG0342350",2
"2045","HORVU.MOREX.r2.4HG0295580",2
"2046","HORVU.MOREX.r2.7HG0613400",11
"2047","HORVU.MOREX.r2.5HG0447050",2
"2048","HORVU.MOREX.r2.5HG0360220",2
"2049","HORVU.MOREX.r2.2HG0143730",2
"2050","HORVU.MOREX.r2.7HG0532800",2
"2051","HORVU.MOREX.r2.5HG0411090",2
"2052","HORVU.MOREX.r2.7HG0582880",2
"2053","HORVU.MOREX.r2.6HG0472890",11
"2054","HORVU.MOREX.r2.2HG0110800",11
"2055","HORVU.MOREX.r2.1HG0038910",8
"2056","HORVU.MOREX.r2.1HG0039600",2
"2057","HORVU.MOREX.r2.4HG0324430",8
"2058","HORVU.MOREX.r2.1HG0041250",8
"2059","HORVU.MOREX.r2.7HG0544700",8
"2060","HORVU.MOREX.r2.7HG0561080",13
"2061","HORVU.MOREX.r2.3HG0253630",2
"2062","HORVU.MOREX.r2.3HG0198350",15
"2063","HORVU.MOREX.r2.2HG0104830",8
"2064","HORVU.MOREX.r2.3HG0216650",8
"2065","HORVU.MOREX.r2.4HG0313220",8
"2066","HORVU.MOREX.r2.1HG0040380",8
"2067","HORVU.MOREX.r2.2HG0093310",8
"2068","HORVU.MOREX.r2.7HG0616470",8
"2069","HORVU.MOREX.r2.6HG0488480",8
"2070","HORVU.MOREX.r2.1HG0066030",8
"2071","HORVU.MOREX.r2.1HG0032840",8
"2072","HORVU.MOREX.r2.1HG0040810",11
"2073","HORVU.MOREX.r2.3HG0260940",8
"2074","HORVU.MOREX.r2.3HG0227500",2
"2075","HORVU.MOREX.r2.4HG0281130",2
"2076","HORVU.MOREX.r2.2HG0087980",2
"2077","HORVU.MOREX.r2.6HG0520230",2
"2078","HORVU.MOREX.r2.6HG0505960",2
"2079","HORVU.MOREX.r2.2HG0107970",2
"2080","HORVU.MOREX.r2.7HG0621710",2
"2081","HORVU.MOREX.r2.6HG0500170",2
"2082","HORVU.MOREX.r2.4HG0294830",2
"2083","HORVU.MOREX.r2.2HG0099830",2
"2084","HORVU.MOREX.r2.4HG0342310",2
"2085","HORVU.MOREX.r2.7HG0556130",2
"2086","HORVU.MOREX.r2.7HG0544570",2
"2087","HORVU.MOREX.r2.2HG0120660",2
"2088","HORVU.MOREX.r2.1HG0078380",2
"2089","HORVU.MOREX.r2.3HG0274610",2
"2090","HORVU.MOREX.r2.7HG0590210",8
"2091","HORVU.MOREX.r2.5HG0376930",2
"2092","HORVU.MOREX.r2.4HG0323110",2
"2093","HORVU.MOREX.r2.5HG0383580",2
"2094","HORVU.MOREX.r2.1HG0032340",2
"2095","HORVU.MOREX.r2.2HG0104300",2
"2096","HORVU.MOREX.r2.5HG0432220",2
"2097","HORVU.MOREX.r2.2HG0117730",2
"2098","HORVU.MOREX.r2.4HG0324450",2
"2099","HORVU.MOREX.r2.3HG0245250",2
"2100","HORVU.MOREX.r2.5HG0381450",2
"2101","HORVU.MOREX.r2.3HG0207340",2
"2102","HORVU.MOREX.r2.5HG0385590",2
"2103","HORVU.MOREX.r2.4HG0284540",2
"2104","HORVU.MOREX.r2.5HG0412410",8
"2105","HORVU.MOREX.r2.5HG0413530",2
"2106","HORVU.MOREX.r2.6HG0522560",2
"2107","HORVU.MOREX.r2.5HG0359840",2
"2108","HORVU.MOREX.r2.2HG0151080",2
"2109","HORVU.MOREX.r2.5HG0368460",2
"2110","HORVU.MOREX.r2.5HG0359860",2
"2111","HORVU.MOREX.r2.7HG0617740",2
"2112","HORVU.MOREX.r2.7HG0559890",2
"2113","HORVU.MOREX.r2.4HG0324170",2
"2114","HORVU.MOREX.r2.4HG0336480",2
"2115","HORVU.MOREX.r2.7HG0558070",2
"2116","HORVU.MOREX.r2.3HG0192140",2
"2117","HORVU.MOREX.r2.7HG0617750",2
"2118","HORVU.MOREX.r2.7HG0579980",2
"2119","HORVU.MOREX.r2.4HG0309180",2
"2120","HORVU.MOREX.r2.3HG0207310",8
"2121","HORVU.MOREX.r2.5HG0384380",2
"2122","HORVU.MOREX.r2.5HG0424400",2
"2123","HORVU.MOREX.r2.2HG0091490",2
"2124","HORVU.MOREX.r2.6HG0496380",2
"2125","HORVU.MOREX.r2.1HG0027190",8
"2126","HORVU.MOREX.r2.1HG0050090",2
"2127","HORVU.MOREX.r2.3HG0257350",2
"2128","HORVU.MOREX.r2.7HG0534100",2
"2129","HORVU.MOREX.r2.5HG0446110",2
"2130","HORVU.MOREX.r2.5HG0406830",2
"2131","HORVU.MOREX.r2.7HG0544320",2
"2132","HORVU.MOREX.r2.1HG0074070",2
"2133","HORVU.MOREX.r2.7HG0562570",2
"2134","HORVU.MOREX.r2.5HG0436960",2
"2135","HORVU.MOREX.r2.2HG0095990",2
"2136","HORVU.MOREX.r2.7HG0531910",2
"2137","HORVU.MOREX.r2.5HG0383720",2
"2138","HORVU.MOREX.r2.6HG0516060",2
"2139","HORVU.MOREX.r2.5HG0386470",2
"2140","HORVU.MOREX.r2.3HG0193330",2
"2141","HORVU.MOREX.r2.3HG0268900",2
"2142","HORVU.MOREX.r2.3HG0223850",2
"2143","HORVU.MOREX.r2.6HG0471130",2
"2144","HORVU.MOREX.r2.6HG0518000",2
"2145","HORVU.MOREX.r2.3HG0250370",2
"2146","HORVU.MOREX.r2.2HG0152680",2
"2147","HORVU.MOREX.r2.2HG0097950",2
"2148","HORVU.MOREX.r2.2HG0174120",2
"2149","HORVU.MOREX.r2.4HG0338230",2
"2150","HORVU.MOREX.r2.4HG0336360",2
"2151","HORVU.MOREX.r2.1HG0043770",2
"2152","HORVU.MOREX.r2.5HG0437620",2
"2153","HORVU.MOREX.r2.5HG0423130",2
"2154","HORVU.MOREX.r2.7HG0544280",2
"2155","HORVU.MOREX.r2.3HG0239890",2
"2156","HORVU.MOREX.r2.1HG0038420",2
"2157","HORVU.MOREX.r2.3HG0273910",2
"2158","HORVU.MOREX.r2.1HG0053180",2
"2159","HORVU.MOREX.r2.6HG0463890",2
"2160","HORVU.MOREX.r2.5HG0360410",2
"2161","HORVU.MOREX.r2.2HG0106810",2
"2162","HORVU.MOREX.r2.7HG0606040",2
"2163","HORVU.MOREX.r2.7HG0609340",2
"2164","HORVU.MOREX.r2.7HG0579870",2
"2165","HORVU.MOREX.r2.7HG0560870",2
"2166","HORVU.MOREX.r2.6HG0461020",2
"2167","HORVU.MOREX.r2.2HG0098510",2
"2168","HORVU.MOREX.r2.5HG0396940",2
"2169","HORVU.MOREX.r2.7HG0583410",8
"2170","HORVU.MOREX.r2.6HG0461240",2
"2171","HORVU.MOREX.r2.2HG0114780",2
"2172","HORVU.MOREX.r2.2HG0104130",2
"2173","HORVU.MOREX.r2.4HG0325810",2
"2174","HORVU.MOREX.r2.3HG0272870",8
"2175","HORVU.MOREX.r2.1HG0040860",2
"2176","HORVU.MOREX.r2.2HG0109000",2
"2177","HORVU.MOREX.r2.1HG0048110",2
"2178","HORVU.MOREX.r2.4HG0318930",2
"2179","HORVU.MOREX.r2.7HG0619830",2
"2180","HORVU.MOREX.r2.4HG0290190",2
"2181","HORVU.MOREX.r2.5HG0433500",8
"2182","HORVU.MOREX.r2.1HG0040870",11
"2183","HORVU.MOREX.r2.1HG0059170",11
"2184","HORVU.MOREX.r2.7HG0554660",2
"2185","HORVU.MOREX.r2.4HG0278090",11
"2186","HORVU.MOREX.r2.7HG0528900",2
"2187","HORVU.MOREX.r2.6HG0503370",11
"2188","HORVU.MOREX.r2.6HG0510870",2
"2189","HORVU.MOREX.r2.1HG0074040",2
"2190","HORVU.MOREX.r2.7HG0591440",2
"2191","HORVU.MOREX.r2.5HG0411900",11
"2192","HORVU.MOREX.r2.2HG0119630",11
"2193","HORVU.MOREX.r2.5HG0433020",2
"2194","HORVU.MOREX.r2.5HG0437290",11
"2195","HORVU.MOREX.r2.2HG0126830",2
"2196","HORVU.MOREX.r2.5HG0373280",11
"2197","HORVU.MOREX.r2.1HG0064550",2
"2198","HORVU.MOREX.r2.3HG0190430",2
"2199","HORVU.MOREX.r2.6HG0456510",11
"2200","HORVU.MOREX.r2.2HG0093420",2
"2201","HORVU.MOREX.r2.6HG0471020",2
"2202","HORVU.MOREX.r2.4HG0343610",2
"2203","HORVU.MOREX.r2.6HG0514370",2
"2204","HORVU.MOREX.r2.6HG0514130",2
"2205","HORVU.MOREX.r2.5HG0401720",2
"2206","HORVU.MOREX.r2.7HG0623210",2
"2207","HORVU.MOREX.r2.5HG0383850",2
"2208","HORVU.MOREX.r2.6HG0489500",2
"2209","HORVU.MOREX.r2.7HG0591540",8
"2210","HORVU.MOREX.r2.4HG0281440",2
"2211","HORVU.MOREX.r2.6HG0458320",10
"2212","HORVU.MOREX.r2.7HG0583940",10
"2213","HORVU.MOREX.r2.3HG0253590",28
"2214","HORVU.MOREX.r2.1HG0041310",2
"2215","HORVU.MOREX.r2.3HG0201670",2
"2216","HORVU.MOREX.r2.1HG0024040",2
"2217","HORVU.MOREX.r2.3HG0212850",2
"2218","HORVU.MOREX.r2.4HG0293040",2
"2219","HORVU.MOREX.r2.5HG0379730",2
"2220","HORVU.MOREX.r2.1HG0048660",8
"2221","HORVU.MOREX.r2.1HG0057120",7
"2222","HORVU.MOREX.r2.6HG0487660",2
"2223","HORVU.MOREX.r2.1HG0042270",8
"2224","HORVU.MOREX.r2.4HG0316280",8
"2225","HORVU.MOREX.r2.1HG0072300",8
"2226","HORVU.MOREX.r2.7HG0596340",2
"2227","HORVU.MOREX.r2.4HG0346770",2
"2228","HORVU.MOREX.r2.4HG0341140",2
"2229","HORVU.MOREX.r2.5HG0390510",11
"2230","HORVU.MOREX.r2.1HG0043190",2
"2231","HORVU.MOREX.r2.3HG0236630",11
"2232","HORVU.MOREX.r2.3HG0195060",11
"2233","HORVU.MOREX.r2.5HG0388680",13
"2234","HORVU.MOREX.r2.3HG0182580",15
"2235","HORVU.MOREX.r2.6HG0471900",15
"2236","HORVU.MOREX.r2.4HG0289100",2
"2237","HORVU.MOREX.r2.6HG0519460",2
"2238","HORVU.MOREX.r2.4HG0316820",8
"2239","HORVU.MOREX.r2.7HG0618210",2
"2240","HORVU.MOREX.r2.1HG0031470",13
"2241","HORVU.MOREX.r2.1HG0036770",8
"2242","HORVU.MOREX.r2.1HG0044030",8
"2243","HORVU.MOREX.r2.5HG0362110",2
"2244","HORVU.MOREX.r2.4HG0332150",2
"2245","HORVU.MOREX.r2.2HG0170970",8
"2246","HORVU.MOREX.r2.1HG0044450",2
"2247","HORVU.MOREX.r2.6HG0520780",2
"2248","HORVU.MOREX.r2.2HG0158360",2
"2249","HORVU.MOREX.r2.3HG0200790",13
"2250","HORVU.MOREX.r2.6HG0516630",8
"2251","HORVU.MOREX.r2.6HG0518050",8
"2252","HORVU.MOREX.r2.2HG0138840",2
"2253","HORVU.MOREX.r2.4HG0330680",8
"2254","HORVU.MOREX.r2.5HG0416920",8
"2255","HORVU.MOREX.r2.2HG0115500",11
"2256","HORVU.MOREX.r2.7HG0617580",15
"2257","HORVU.MOREX.r2.7HG0593260",15
"2258","HORVU.MOREX.r2.3HG0256850",15
"2259","HORVU.MOREX.r2.7HG0608910",11
"2260","HORVU.MOREX.r2.3HG0205450",15
"2261","HORVU.MOREX.r2.2HG0171060",15
"2262","HORVU.MOREX.r2.1HG0001900",15
"2263","HORVU.MOREX.r2.1HG0063180",15
"2264","HORVU.MOREX.r2.1HG0071150",11
"2265","HORVU.MOREX.r2.2HG0124860",15
"2266","HORVU.MOREX.r2.5HG0430050",15
"2267","HORVU.MOREX.r2.5HG0355830",15
"2268","HORVU.MOREX.r2.2HG0161890",15
"2269","HORVU.MOREX.r2.2HG0125800",15
"2270","HORVU.MOREX.r2.5HG0398330",8
"2271","HORVU.MOREX.r2.6HG0515070",8
"2272","HORVU.MOREX.r2.7HG0549280",8
"2273","HORVU.MOREX.r2.4HG0340370",8
"2274","HORVU.MOREX.r2.2HG0098650",13
"2275","HORVU.MOREX.r2.4HG0297390",11
"2276","HORVU.MOREX.r2.5HG0400700",2
"2277","HORVU.MOREX.r2.4HG0316570",11
"2278","HORVU.MOREX.r2.2HG0146050",11
"2279","HORVU.MOREX.r2.1HG0066370",2
"2280","HORVU.MOREX.r2.3HG0222260",2
"2281","HORVU.MOREX.r2.3HG0228480",11
"2282","HORVU.MOREX.r2.7HG0560740",2
"2283","HORVU.MOREX.r2.3HG0240280",2
"2284","HORVU.MOREX.r2.2HG0090860",11
"2285","HORVU.MOREX.r2.5HG0396960",11
"2286","HORVU.MOREX.r2.4HG0317430",8
"2287","HORVU.MOREX.r2.6HG0510420",8
"2288","HORVU.MOREX.r2.7HG0577000",2
"2289","HORVU.MOREX.r2.2HG0116140",8
"2290","HORVU.MOREX.r2.2HG0134730",2
"2291","HORVU.MOREX.r2.2HG0129990",2
"2292","HORVU.MOREX.r2.6HG0471070",13
"2293","HORVU.MOREX.r2.2HG0164500",2
"2294","HORVU.MOREX.r2.1HG0045480",8
"2295","HORVU.MOREX.r2.6HG0493950",8
"2296","HORVU.MOREX.r2.1HG0033530",8
"2297","HORVU.MOREX.r2.1HG0045540",8
"2298","HORVU.MOREX.r2.7HG0551080",8
"2299","HORVU.MOREX.r2.4HG0293380",2
"2300","HORVU.MOREX.r2.2HG0089360",2
"2301","HORVU.MOREX.r2.2HG0146300",13
"2302","HORVU.MOREX.r2.5HG0403970",8
"2303","HORVU.MOREX.r2.7HG0575810",8
"2304","HORVU.MOREX.r2.3HG0256290",8
"2305","HORVU.MOREX.r2.1HG0045970",8
"2306","HORVU.MOREX.r2.5HG0413480",2
"2307","HORVU.MOREX.r2.3HG0250900",2
"2308","HORVU.MOREX.r2.3HG0249950",13
"2309","HORVU.MOREX.r2.7HG0543950",13
"2310","HORVU.MOREX.r2.3HG0260560",2
"2311","HORVU.MOREX.r2.1HG0018700",13
"2312","HORVU.MOREX.r2.1HG0078440",13
"2313","HORVU.MOREX.r2.2HG0134390",13
"2314","HORVU.MOREX.r2.6HG0474240",8
"2315","HORVU.MOREX.r2.7HG0596560",8
"2316","HORVU.MOREX.r2.3HG0235810",8
"2317","HORVU.MOREX.r2.7HG0587150",11
"2318","HORVU.MOREX.r2.5HG0426900",15
"2319","HORVU.MOREX.r2.4HG0282540",15
"2320","HORVU.MOREX.r2.2HG0126960",15
"2321","HORVU.MOREX.r2.5HG0410830",8
"2322","HORVU.MOREX.r2.6HG0526780",8
"2323","HORVU.MOREX.r2.3HG0190840",8
"2324","HORVU.MOREX.r2.1HG0030920",8
