"","node","cluster"
"3140","HORVU.MOREX.r2.5HG0380250",2
"3141","HORVU.MOREX.r2.7HG0607910",11
"3142","HORVU.MOREX.r2.6HG0466390",11
"3143","HORVU.MOREX.r2.6HG0466150",11
"3144","HORVU.MOREX.r2.4HG0340460",11
"3145","HORVU.MOREX.r2.6HG0466110",11
"3146","HORVU.MOREX.r2.6HG0466170",11
"3147","HORVU.MOREX.r2.6HG0466350",11
"3148","HORVU.MOREX.r2.7HG0598480",11
"3149","HORVU.MOREX.r2.5HG0387850",11
"3150","HORVU.MOREX.r2.1HG0059720",2
"3151","HORVU.MOREX.r2.7HG0612840",30
"3152","HORVU.MOREX.r2.2HG0112460",3
"3153","HORVU.MOREX.r2.6HG0515940",13
"3154","HORVU.MOREX.r2.7HG0588980",13
"3155","HORVU.MOREX.r2.3HG0252600",13
"3156","HORVU.MOREX.r2.4HG0294930",2
"3157","HORVU.MOREX.r2.3HG0233160",2
"3158","HORVU.MOREX.r2.2HG0151070",13
"3159","HORVU.MOREX.r2.6HG0494680",13
"3160","HORVU.MOREX.r2.2HG0118810",8
"3161","HORVU.MOREX.r2.6HG0457330",13
"3162","HORVU.MOREX.r2.2HG0115270",2
"3163","HORVU.MOREX.r2.2HG0180700",2
"3164","HORVU.MOREX.r2.2HG0087460",13
"3165","HORVU.MOREX.r2.3HG0212230",2
"3166","HORVU.MOREX.r2.7HG0612010",2
"3167","HORVU.MOREX.r2.4HG0336680",2
"3168","HORVU.MOREX.r2.7HG0588110",2
"3169","HORVU.MOREX.r2.3HG0248950",2
"3170","HORVU.MOREX.r2.1HG0060990",2
"3171","HORVU.MOREX.r2.5HG0393640",2
"3172","HORVU.MOREX.r2.5HG0370920",2
"3173","HORVU.MOREX.r2.3HG0222240",2
"3174","HORVU.MOREX.r2.4HG0290240",17
"3175","HORVU.MOREX.r2.4HG0336270",8
"3176","HORVU.MOREX.r2.5HG0350720",15
"3177","HORVU.MOREX.r2.4HG0287210",2
"3178","HORVU.MOREX.r2.2HG0141140",2
"3179","HORVU.MOREX.r2.3HG0256210",2
"3180","HORVU.MOREX.r2.3HG0251150",13
"3181","HORVU.MOREX.r2.2HG0120940",8
"3182","HORVU.MOREX.r2.2HG0109030",8
"3183","HORVU.MOREX.r2.2HG0178310",15
"3184","HORVU.MOREX.r2.5HG0387210",2
"3185","HORVU.MOREX.r2.7HG0597200",2
"3186","HORVU.MOREX.r2.2HG0115960",11
"3187","HORVU.MOREX.r2.5HG0387750",8
"3188","HORVU.MOREX.r2.2HG0161910",8
"3189","HORVU.MOREX.r2.5HG0366920",8
"3190","HORVU.MOREX.r2.2HG0162620",8
"3191","HORVU.MOREX.r2.3HG0199660",8
"3192","HORVU.MOREX.r2.6HG0503540",11
"3193","HORVU.MOREX.r2.3HG0251200",2
"3194","HORVU.MOREX.r2.6HG0496590",11
"3195","HORVU.MOREX.r2.2HG0169270",11
"3196","HORVU.MOREX.r2.2HG0109710",11
"3197","HORVU.MOREX.r2.2HG0170770",11
"3198","HORVU.MOREX.r2.6HG0510030",2
"3199","HORVU.MOREX.r2.3HG0244050",11
"3200","HORVU.MOREX.r2.1HG0068540",2
"3201","HORVU.MOREX.r2.3HG0267030",11
"3202","HORVU.MOREX.r2.1HG0035810",11
"3203","HORVU.MOREX.r2.7HG0552650",2
"3204","HORVU.MOREX.r2.1HG0002200",11
"3205","HORVU.MOREX.r2.1HG0043220",11
"3206","HORVU.MOREX.r2.4HG0291670",11
"3207","HORVU.MOREX.r2.6HG0523460",15
"3208","HORVU.MOREX.r2.2HG0148210",2
"3209","HORVU.MOREX.r2.3HG0258410",11
"3210","HORVU.MOREX.r2.5HG0392470",11
"3211","HORVU.MOREX.r2.7HG0549780",11
"3212","HORVU.MOREX.r2.5HG0408520",11
"3213","HORVU.MOREX.r2.2HG0125120",8
"3214","HORVU.MOREX.r2.5HG0437630",15
"3215","HORVU.MOREX.r2.4HG0348760",15
"3216","HORVU.MOREX.r2.1HG0004220",15
"3217","HORVU.MOREX.r2.2HG0126260",5
"3218","HORVU.MOREX.r2.3HG0225100",5
"3219","HORVU.MOREX.r2.3HG0209030",5
"3220","HORVU.MOREX.r2.4HG0293330",5
"3221","HORVU.MOREX.r2.3HG0226290",5
"3222","HORVU.MOREX.r2.7HG0581010",5
"3223","HORVU.MOREX.r2.2HG0166220",2
"3224","HORVU.MOREX.r2.4HG0320470",11
"3225","HORVU.MOREX.r2.6HG0504900",8
"3226","HORVU.MOREX.r2.6HG0490340",8
"3227","HORVU.MOREX.r2.6HG0498600",2
"3228","HORVU.MOREX.r2.4HG0280310",2
"3229","HORVU.MOREX.r2.6HG0487890",2
"3230","HORVU.MOREX.r2.7HG0587100",8
"3231","HORVU.MOREX.r2.4HG0311790",2
"3232","HORVU.MOREX.r2.4HG0278630",2
"3233","HORVU.MOREX.r2.4HG0346440",2
"3234","HORVU.MOREX.r2.4HG0283500",2
"3235","HORVU.MOREX.r2.2HG0082710",8
"3236","HORVU.MOREX.r2.2HG0140700",8
"3237","HORVU.MOREX.r2.4HG0325400",8
"3238","HORVU.MOREX.r2.2HG0136670",8
"3239","HORVU.MOREX.r2.7HG0570650",2
"3240","HORVU.MOREX.r2.5HG0413830",2
"3241","HORVU.MOREX.r2.2HG0133090",2
"3242","HORVU.MOREX.r2.2HG0157700",2
"3243","HORVU.MOREX.r2.7HG0544390",2
"3244","HORVU.MOREX.r2.6HG0477640",2
"3245","HORVU.MOREX.r2.5HG0427930",8
"3246","HORVU.MOREX.r2.4HG0336500",8
"3247","HORVU.MOREX.r2.6HG0459050",2
"3248","HORVU.MOREX.r2.2HG0130400",8
"3249","HORVU.MOREX.r2.2HG0131310",2
"3250","HORVU.MOREX.r2.7HG0617790",11
"3251","HORVU.MOREX.r2.4HG0326510",11
"3252","HORVU.MOREX.r2.2HG0122340",2
"3253","HORVU.MOREX.r2.5HG0388560",11
"3254","HORVU.MOREX.r2.1HG0013380",11
"3255","HORVU.MOREX.r2.5HG0408620",11
"3256","HORVU.MOREX.r2.3HG0186470",13
"3257","HORVU.MOREX.r2.2HG0084440",11
"3258","HORVU.MOREX.r2.3HG0244620",11
"3259","HORVU.MOREX.r2.1HG0043640",8
"3260","HORVU.MOREX.r2.2HG0141580",13
"3261","HORVU.MOREX.r2.2HG0093980",13
"3262","HORVU.MOREX.r2.3HG0221490",8
"3263","HORVU.MOREX.r2.7HG0541240",13
"3264","HORVU.MOREX.r2.2HG0177120",2
"3265","HORVU.MOREX.r2.7HG0561590",2
"3266","HORVU.MOREX.r2.1HG0000050",2
"3267","HORVU.MOREX.r2.2HG0136730",2
"3268","HORVU.MOREX.r2.3HG0182370",2
"3269","HORVU.MOREX.r2.4HG0304790",11
"3270","HORVU.MOREX.r2.5HG0373950",8
"3271","HORVU.MOREX.r2.3HG0255010",2
"3272","HORVU.MOREX.r2.3HG0191310",8
"3273","HORVU.MOREX.r2.3HG0240950",8
"3274","HORVU.MOREX.r2.5HG0391760",8
"3275","HORVU.MOREX.r2.1HG0025880",8
"3276","HORVU.MOREX.r2.6HG0511210",11
"3277","HORVU.MOREX.r2.3HG0256320",11
"3278","HORVU.MOREX.r2.3HG0257390",2
"3279","HORVU.MOREX.r2.2HG0170870",13
"3280","HORVU.MOREX.r2.7HG0532460",15
"3281","HORVU.MOREX.r2.5HG0423050",8
"3282","HORVU.MOREX.r2.5HG0378450",2
"3283","HORVU.MOREX.r2.3HG0240730",2
"3284","HORVU.MOREX.r2.4HG0335590",2
"3285","HORVU.MOREX.r2.3HG0274890",2
"3286","HORVU.MOREX.r2.5HG0432650",2
"3287","HORVU.MOREX.r2.5HG0442930",2
"3288","HORVU.MOREX.r2.3HG0193860",15
"3289","HORVU.MOREX.r2.6HG0524900",15
"3290","HORVU.MOREX.r2.6HG0513670",13
"3291","HORVU.MOREX.r2.3HG0252780",13
"3292","HORVU.MOREX.r2.1HG0073380",13
"3293","HORVU.MOREX.r2.5HG0406340",11
"3294","HORVU.MOREX.r2.7HG0582270",11
"3295","HORVU.MOREX.r2.4HG0281970",8
"3296","HORVU.MOREX.r2.7HG0555510",11
"3297","HORVU.MOREX.r2.6HG0508300",11
"3298","HORVU.MOREX.r2.7HG0543680",8
"3299","HORVU.MOREX.r2.2HG0152600",15
"3300","HORVU.MOREX.r2.1HG0015010",2
"3301","HORVU.MOREX.r2.3HG0203250",2
"3302","HORVU.MOREX.r2.2HG0102880",2
"3303","HORVU.MOREX.r2.1HG0015100",2
"3304","HORVU.MOREX.r2.1HG0062650",2
"3305","HORVU.MOREX.r2.4HG0348940",2
"3306","HORVU.MOREX.r2.4HG0291020",2
"3307","HORVU.MOREX.r2.6HG0483020",2
"3308","HORVU.MOREX.r2.5HG0426940",8
"3309","HORVU.MOREX.r2.2HG0096390",2
"3310","HORVU.MOREX.r2.7HG0542540",2
"3311","HORVU.MOREX.r2.5HG0404130",2
"3312","HORVU.MOREX.r2.1HG0049540",2
"3313","HORVU.MOREX.r2.UnG0628830",2
"3314","HORVU.MOREX.r2.4HG0333470",2
"3315","HORVU.MOREX.r2.4HG0333460",2
"3316","HORVU.MOREX.r2.UnG0630940",2
"3317","HORVU.MOREX.r2.2HG0143830",13
"3318","HORVU.MOREX.r2.5HG0434820",8
"3319","HORVU.MOREX.r2.7HG0598710",2
"3320","HORVU.MOREX.r2.7HG0573450",8
"3321","HORVU.MOREX.r2.2HG0146020",13
"3322","HORVU.MOREX.r2.3HG0266460",8
"3323","HORVU.MOREX.r2.1HG0015640",8
"3324","HORVU.MOREX.r2.7HG0574400",8
"3325","HORVU.MOREX.r2.7HG0564930",13
"3326","HORVU.MOREX.r2.3HG0257850",2
"3327","HORVU.MOREX.r2.5HG0397070",13
"3328","HORVU.MOREX.r2.5HG0424420",13
"3329","HORVU.MOREX.r2.7HG0528480",3
"3330","HORVU.MOREX.r2.4HG0291940",2
"3331","HORVU.MOREX.r2.5HG0378980",2
"3332","HORVU.MOREX.r2.5HG0358820",2
"3333","HORVU.MOREX.r2.5HG0380710",13
"3334","HORVU.MOREX.r2.1HG0026060",2
"3335","HORVU.MOREX.r2.6HG0492010",2
"3336","HORVU.MOREX.r2.2HG0147930",2
"3337","HORVU.MOREX.r2.4HG0324640",8
"3338","HORVU.MOREX.r2.2HG0148040",15
"3339","HORVU.MOREX.r2.6HG0489690",2
"3340","HORVU.MOREX.r2.5HG0441730",8
"3341","HORVU.MOREX.r2.7HG0600190",8
"3342","HORVU.MOREX.r2.2HG0150000",18
"3343","HORVU.MOREX.r2.7HG0541300",18
"3344","HORVU.MOREX.r2.2HG0149970",18
"3345","HORVU.MOREX.r2.2HG0135010",2
"3346","HORVU.MOREX.r2.7HG0564200",2
"3347","HORVU.MOREX.r2.3HG0205590",2
"3348","HORVU.MOREX.r2.3HG0229430",2
"3349","HORVU.MOREX.r2.1HG0052200",2
"3350","HORVU.MOREX.r2.3HG0188200",2
"3351","HORVU.MOREX.r2.5HG0369230",2
"3352","HORVU.MOREX.r2.5HG0403680",2
"3353","HORVU.MOREX.r2.5HG0369340",2
"3354","HORVU.MOREX.r2.7HG0601470",2
"3355","HORVU.MOREX.r2.7HG0608520",2
"3356","HORVU.MOREX.r2.6HG0493270",2
"3357","HORVU.MOREX.r2.5HG0369380",2
"3358","HORVU.MOREX.r2.5HG0385220",2
"3359","HORVU.MOREX.r2.4HG0327390",2
"3360","HORVU.MOREX.r2.4HG0343750",2
"3361","HORVU.MOREX.r2.1HG0049480",2
"3362","HORVU.MOREX.r2.5HG0369270",2
"3363","HORVU.MOREX.r2.5HG0369360",2
"3364","HORVU.MOREX.r2.2HG0128230",2
"3365","HORVU.MOREX.r2.7HG0565100",2
"3366","HORVU.MOREX.r2.7HG0583030",2
"3367","HORVU.MOREX.r2.2HG0128750",2
"3368","HORVU.MOREX.r2.5HG0422420",2
"3369","HORVU.MOREX.r2.5HG0391390",2
"3370","HORVU.MOREX.r2.7HG0535190",8
"3371","HORVU.MOREX.r2.3HG0225010",2
"3372","HORVU.MOREX.r2.4HG0316840",2
"3373","HORVU.MOREX.r2.5HG0421440",11
"3374","HORVU.MOREX.r2.6HG0494010",11
"3375","HORVU.MOREX.r2.2HG0152440",8
"3376","HORVU.MOREX.r2.6HG0496310",8
"3377","HORVU.MOREX.r2.4HG0347650",8
"3378","HORVU.MOREX.r2.5HG0414490",11
"3379","HORVU.MOREX.r2.7HG0560400",11
"3380","HORVU.MOREX.r2.4HG0335140",11
"3381","HORVU.MOREX.r2.2HG0181080",15
"3382","HORVU.MOREX.r2.7HG0586190",15
"3383","HORVU.MOREX.r2.1HG0056600",15
"3384","HORVU.MOREX.r2.2HG0147890",2
"3385","HORVU.MOREX.r2.7HG0582650",11
"3386","HORVU.MOREX.r2.5HG0361260",15
"3387","HORVU.MOREX.r2.4HG0329060",2
"3388","HORVU.MOREX.r2.2HG0180080",2
"3389","HORVU.MOREX.r2.2HG0180070",2
"3390","HORVU.MOREX.r2.2HG0109180",2
"3391","HORVU.MOREX.r2.3HG0243140",2
"3392","HORVU.MOREX.r2.3HG0235390",2
"3393","HORVU.MOREX.r2.5HG0436080",8
"3394","HORVU.MOREX.r2.2HG0154740",8
"3395","HORVU.MOREX.r2.4HG0277470",11
"3396","HORVU.MOREX.r2.2HG0137130",11
"3397","HORVU.MOREX.r2.5HG0353320",11
"3398","HORVU.MOREX.r2.2HG0131360",11
"3399","HORVU.MOREX.r2.1HG0029250",11
"3400","HORVU.MOREX.r2.7HG0598640",8
"3401","HORVU.MOREX.r2.4HG0289830",8
"3402","HORVU.MOREX.r2.5HG0368610",11
"3403","HORVU.MOREX.r2.2HG0104600",8
"3404","HORVU.MOREX.r2.1HG0054590",8
"3405","HORVU.MOREX.r2.2HG0086380",2
"3406","HORVU.MOREX.r2.6HG0448800",8
"3407","HORVU.MOREX.r2.4HG0327900",2
"3408","HORVU.MOREX.r2.5HG0396550",8
"3409","HORVU.MOREX.r2.4HG0328340",2
"3410","HORVU.MOREX.r2.3HG0181550",2
"3411","HORVU.MOREX.r2.5HG0361360",2
"3412","HORVU.MOREX.r2.4HG0343600",2
"3413","HORVU.MOREX.r2.1HG0045440",2
"3414","HORVU.MOREX.r2.2HG0139240",2
"3415","HORVU.MOREX.r2.3HG0249470",2
"3416","HORVU.MOREX.r2.2HG0173140",8
"3417","HORVU.MOREX.r2.6HG0491050",8
"3418","HORVU.MOREX.r2.4HG0318550",2
"3419","HORVU.MOREX.r2.2HG0133330",2
"3420","HORVU.MOREX.r2.3HG0209060",2
"3421","HORVU.MOREX.r2.4HG0340630",2
"3422","HORVU.MOREX.r2.4HG0334780",2
"3423","HORVU.MOREX.r2.5HG0431380",2
"3424","HORVU.MOREX.r2.2HG0089210",2
"3425","HORVU.MOREX.r2.1HG0063880",2
"3426","HORVU.MOREX.r2.5HG0412480",2
"3427","HORVU.MOREX.r2.3HG0192020",2
"3428","HORVU.MOREX.r2.5HG0419510",2
"3429","HORVU.MOREX.r2.7HG0617630",8
"3430","HORVU.MOREX.r2.6HG0507380",2
"3431","HORVU.MOREX.r2.5HG0419540",2
"3432","HORVU.MOREX.r2.3HG0254920",8
"3433","HORVU.MOREX.r2.2HG0161930",2
"3434","HORVU.MOREX.r2.5HG0427360",2
"3435","HORVU.MOREX.r2.5HG0379780",2
"3436","HORVU.MOREX.r2.5HG0411510",2
"3437","HORVU.MOREX.r2.5HG0427340",2
"3438","HORVU.MOREX.r2.4HG0286270",2
"3439","HORVU.MOREX.r2.4HG0315810",2
"3440","HORVU.MOREX.r2.7HG0551920",2
"3441","HORVU.MOREX.r2.6HG0512050",2
"3442","HORVU.MOREX.r2.6HG0507820",2
"3443","HORVU.MOREX.r2.6HG0453970",2
"3444","HORVU.MOREX.r2.3HG0250450",2
"3445","HORVU.MOREX.r2.2HG0091480",2
"3446","HORVU.MOREX.r2.2HG0083140",2
"3447","HORVU.MOREX.r2.5HG0419500",2
"3448","HORVU.MOREX.r2.2HG0153890",2
"3449","HORVU.MOREX.r2.2HG0136260",2
"3450","HORVU.MOREX.r2.5HG0395790",2
"3451","HORVU.MOREX.r2.4HG0281110",2
"3452","HORVU.MOREX.r2.3HG0209720",2
"3453","HORVU.MOREX.r2.1HG0068990",2
"3454","HORVU.MOREX.r2.6HG0512040",2
"3455","HORVU.MOREX.r2.7HG0620900",2
"3456","HORVU.MOREX.r2.1HG0060530",2
"3457","HORVU.MOREX.r2.3HG0235400",2
"3458","HORVU.MOREX.r2.4HG0281060",2
"3459","HORVU.MOREX.r2.4HG0319020",8
"3460","HORVU.MOREX.r2.6HG0461780",8
"3461","HORVU.MOREX.r2.7HG0615380",8
"3462","HORVU.MOREX.r2.7HG0573130",8
"3463","HORVU.MOREX.r2.3HG0226460",8
"3464","HORVU.MOREX.r2.7HG0610390",8
"3465","HORVU.MOREX.r2.2HG0158780",8
"3466","HORVU.MOREX.r2.UnG0625320",8
"3467","HORVU.MOREX.r2.3HG0266850",8
"3468","HORVU.MOREX.r2.2HG0135200",15
"3469","HORVU.MOREX.r2.3HG0268830",2
"3470","HORVU.MOREX.r2.2HG0096130",2
"3471","HORVU.MOREX.r2.1HG0057030",8
"3472","HORVU.MOREX.r2.3HG0229480",8
"3473","HORVU.MOREX.r2.1HG0068000",8
"3474","HORVU.MOREX.r2.7HG0562980",8
"3475","HORVU.MOREX.r2.6HG0459010",2
"3476","HORVU.MOREX.r2.2HG0152160",8
"3477","HORVU.MOREX.r2.5HG0425610",8
"3478","HORVU.MOREX.r2.2HG0161390",11
"3479","HORVU.MOREX.r2.2HG0162130",2
"3480","HORVU.MOREX.r2.2HG0180610",8
"3481","HORVU.MOREX.r2.7HG0575690",8
"3482","HORVU.MOREX.r2.2HG0165090",8
"3483","HORVU.MOREX.r2.6HG0493710",8
"3484","HORVU.MOREX.r2.2HG0167690",8
"3485","HORVU.MOREX.r2.4HG0337320",11
"3486","HORVU.MOREX.r2.2HG0164090",8
"3487","HORVU.MOREX.r2.2HG0164160",2
"3488","HORVU.MOREX.r2.3HG0221540",2
"3489","HORVU.MOREX.r2.5HG0419720",2
"3490","HORVU.MOREX.r2.4HG0322260",2
"3491","HORVU.MOREX.r2.6HG0473280",8
"3492","HORVU.MOREX.r2.5HG0389150",8
"3493","HORVU.MOREX.r2.2HG0165450",8
"3494","HORVU.MOREX.r2.3HG0213430",8
"3495","HORVU.MOREX.r2.1HG0021270",8
"3496","HORVU.MOREX.r2.3HG0203420",8
"3497","HORVU.MOREX.r2.2HG0166800",8
"3498","HORVU.MOREX.r2.2HG0167650",2
"3499","HORVU.MOREX.r2.2HG0157350",8
"3500","HORVU.MOREX.r2.2HG0131040",2
"3501","HORVU.MOREX.r2.5HG0382410",13
"3502","HORVU.MOREX.r2.2HG0150700",2
"3503","HORVU.MOREX.r2.5HG0406190",2
"3504","HORVU.MOREX.r2.4HG0335970",15
"3505","HORVU.MOREX.r2.3HG0254180",15
"3506","HORVU.MOREX.r2.2HG0168940",15
"3507","HORVU.MOREX.r2.5HG0379640",11
"3508","HORVU.MOREX.r2.6HG0481060",2
"3509","HORVU.MOREX.r2.3HG0235760",8
"3510","HORVU.MOREX.r2.7HG0594690",8
"3511","HORVU.MOREX.r2.4HG0289350",8
"3512","HORVU.MOREX.r2.4HG0317320",11
"3513","HORVU.MOREX.r2.1HG0058610",2
"3514","HORVU.MOREX.r2.2HG0115920",11
"3515","HORVU.MOREX.r2.3HG0275480",2
"3516","HORVU.MOREX.r2.6HG0513030",2
"3517","HORVU.MOREX.r2.1HG0048540",8
"3518","HORVU.MOREX.r2.2HG0128650",8
"3519","HORVU.MOREX.r2.5HG0400500",8
"3520","HORVU.MOREX.r2.4HG0319720",2
"3521","HORVU.MOREX.r2.4HG0331260",2
"3522","HORVU.MOREX.r2.5HG0444800",2
"3523","HORVU.MOREX.r2.6HG0503680",2
"3524","HORVU.MOREX.r2.7HG0544240",2
"3525","HORVU.MOREX.r2.3HG0256800",2
"3526","HORVU.MOREX.r2.5HG0364690",2
"3527","HORVU.MOREX.r2.4HG0286860",2
"3528","HORVU.MOREX.r2.3HG0267640",2
"3529","HORVU.MOREX.r2.2HG0100220",2
"3530","HORVU.MOREX.r2.7HG0577830",2
"3531","HORVU.MOREX.r2.3HG0246100",2
"3532","HORVU.MOREX.r2.2HG0100240",2
"3533","HORVU.MOREX.r2.5HG0422830",8
"3534","HORVU.MOREX.r2.7HG0601860",2
"3535","HORVU.MOREX.r2.3HG0250890",2
"3536","HORVU.MOREX.r2.3HG0203220",2
"3537","HORVU.MOREX.r2.5HG0360130",8
"3538","HORVU.MOREX.r2.3HG0229170",2
"3539","HORVU.MOREX.r2.3HG0229560",2
"3540","HORVU.MOREX.r2.4HG0290000",2
"3541","HORVU.MOREX.r2.2HG0144870",2
"3542","HORVU.MOREX.r2.1HG0037480",2
"3543","HORVU.MOREX.r2.1HG0053170",2
"3544","HORVU.MOREX.r2.2HG0173690",2
"3545","HORVU.MOREX.r2.2HG0167630",2
"3546","HORVU.MOREX.r2.4HG0277580",8
"3547","HORVU.MOREX.r2.2HG0172390",8
"3548","HORVU.MOREX.r2.1HG0045370",2
"3549","HORVU.MOREX.r2.3HG0268430",2
"3550","HORVU.MOREX.r2.4HG0278140",2
"3551","HORVU.MOREX.r2.5HG0420050",2
"3552","HORVU.MOREX.r2.6HG0467870",2
"3553","HORVU.MOREX.r2.2HG0170560",2
"3554","HORVU.MOREX.r2.3HG0268420",2
"3555","HORVU.MOREX.r2.3HG0196030",2
"3556","HORVU.MOREX.r2.2HG0113860",2
"3557","HORVU.MOREX.r2.2HG0082780",8
"3558","HORVU.MOREX.r2.6HG0467930",8
"3559","HORVU.MOREX.r2.3HG0242450",2
"3560","HORVU.MOREX.r2.4HG0281810",2
"3561","HORVU.MOREX.r2.1HG0027030",8
"3562","HORVU.MOREX.r2.3HG0257030",2
"3563","HORVU.MOREX.r2.3HG0268450",2
"3564","HORVU.MOREX.r2.1HG0052330",2
"3565","HORVU.MOREX.r2.5HG0371220",8
"3566","HORVU.MOREX.r2.5HG0408170",2
"3567","HORVU.MOREX.r2.3HG0271040",2
"3568","HORVU.MOREX.r2.5HG0414620",8
"3569","HORVU.MOREX.r2.3HG0241140",8
"3570","HORVU.MOREX.r2.6HG0490630",8
"3571","HORVU.MOREX.r2.2HG0173880",8
"3572","HORVU.MOREX.r2.2HG0175140",8
"3573","HORVU.MOREX.r2.3HG0238220",11
"3574","HORVU.MOREX.r2.5HG0423070",8
"3575","HORVU.MOREX.r2.2HG0175360",8
"3576","HORVU.MOREX.r2.2HG0135950",13
"3577","HORVU.MOREX.r2.5HG0441690",13
"3578","HORVU.MOREX.r2.2HG0175590",2
"3579","HORVU.MOREX.r2.5HG0433190",2
"3580","HORVU.MOREX.r2.4HG0319870",8
"3581","HORVU.MOREX.r2.3HG0221800",2
"3582","HORVU.MOREX.r2.4HG0282090",13
"3583","HORVU.MOREX.r2.2HG0178250",8
"3584","HORVU.MOREX.r2.1HG0040480",6
"3585","HORVU.MOREX.r2.7HG0591880",6
"3586","HORVU.MOREX.r2.5HG0394510",6
"3587","HORVU.MOREX.r2.1HG0012520",8
"3588","HORVU.MOREX.r2.4HG0321980",8
"3589","HORVU.MOREX.r2.4HG0303580",8
"3590","HORVU.MOREX.r2.1HG0005340",8
"3591","HORVU.MOREX.r2.2HG0178540",8
"3592","HORVU.MOREX.r2.7HG0530440",13
"3593","HORVU.MOREX.r2.3HG0196540",13
"3594","HORVU.MOREX.r2.3HG0191540",11
"3595","HORVU.MOREX.r2.3HG0261030",2
"3596","HORVU.MOREX.r2.1HG0077240",13
"3597","HORVU.MOREX.r2.1HG0034670",13
"3598","HORVU.MOREX.r2.1HG0051580",13
"3599","HORVU.MOREX.r2.7HG0549320",2
"3600","HORVU.MOREX.r2.2HG0180620",2
"3601","HORVU.MOREX.r2.6HG0452720",2
"3602","HORVU.MOREX.r2.6HG0485900",2
"3603","HORVU.MOREX.r2.6HG0472210",2
"3604","HORVU.MOREX.r2.3HG0239380",2
"3605","HORVU.MOREX.r2.6HG0520560",2
"3606","HORVU.MOREX.r2.6HG0511470",8
"3607","HORVU.MOREX.r2.5HG0424910",13
"3608","HORVU.MOREX.r2.6HG0460890",31
"3609","HORVU.MOREX.r2.1HG0037140",2
"3610","HORVU.MOREX.r2.7HG0535720",8
"3611","HORVU.MOREX.r2.2HG0177710",11
"3612","HORVU.MOREX.r2.1HG0009350",11
"3613","HORVU.MOREX.r2.7HG0583610",11
"3614","HORVU.MOREX.r2.4HG0282210",8
"3615","HORVU.MOREX.r2.1HG0042190",2
"3616","HORVU.MOREX.r2.6HG0470120",11
"3617","HORVU.MOREX.r2.3HG0186540",13
"3618","HORVU.MOREX.r2.3HG0187690",8
"3619","HORVU.MOREX.r2.3HG0186750",8
"3620","HORVU.MOREX.r2.7HG0544500",15
"3621","HORVU.MOREX.r2.3HG0275780",15
"3622","HORVU.MOREX.r2.5HG0381870",11
"3623","HORVU.MOREX.r2.1HG0034220",11
"3624","HORVU.MOREX.r2.4HG0335130",11
"3625","HORVU.MOREX.r2.3HG0264830",11
"3626","HORVU.MOREX.r2.3HG0251670",15
"3627","HORVU.MOREX.r2.1HG0046860",11
"3628","HORVU.MOREX.r2.1HG0005570",11
"3629","HORVU.MOREX.r2.4HG0321540",11
"3630","HORVU.MOREX.r2.7HG0549470",15
"3631","HORVU.MOREX.r2.1HG0055410",11
"3632","HORVU.MOREX.r2.1HG0074680",2
"3633","HORVU.MOREX.r2.3HG0189870",8
"3634","HORVU.MOREX.r2.3HG0191550",8
"3635","HORVU.MOREX.r2.6HG0502380",13
"3636","HORVU.MOREX.r2.3HG0191690",8
"3637","HORVU.MOREX.r2.4HG0293270",8
"3638","HORVU.MOREX.r2.4HG0293280",8
"3639","HORVU.MOREX.r2.3HG0269660",8
"3640","HORVU.MOREX.r2.5HG0350440",11
"3641","HORVU.MOREX.r2.5HG0350450",11
"3642","HORVU.MOREX.r2.4HG0282660",11
"3643","HORVU.MOREX.r2.4HG0278490",11
"3644","HORVU.MOREX.r2.4HG0341470",8
"3645","HORVU.MOREX.r2.3HG0192950",8
"3646","HORVU.MOREX.r2.4HG0339740",8
"3647","HORVU.MOREX.r2.4HG0320420",8
"3648","HORVU.MOREX.r2.2HG0104050",15
"3649","HORVU.MOREX.r2.3HG0194920",8
"3650","HORVU.MOREX.r2.5HG0387970",11
"3651","HORVU.MOREX.r2.7HG0617770",11
"3652","HORVU.MOREX.r2.5HG0397480",15
"3653","HORVU.MOREX.r2.4HG0280750",15
"3654","HORVU.MOREX.r2.2HG0158520",8
"3655","HORVU.MOREX.r2.3HG0196220",2
"3656","HORVU.MOREX.r2.6HG0458630",2
"3657","HORVU.MOREX.r2.7HG0546630",2
"3658","HORVU.MOREX.r2.3HG0197460",2
"3659","HORVU.MOREX.r2.6HG0519440",13
"3660","HORVU.MOREX.r2.5HG0424260",13
"3661","HORVU.MOREX.r2.3HG0262260",8
"3662","HORVU.MOREX.r2.3HG0182100",8
"3663","HORVU.MOREX.r2.3HG0263370",8
"3664","HORVU.MOREX.r2.4HG0284720",8
"3665","HORVU.MOREX.r2.3HG0223470",2
"3666","HORVU.MOREX.r2.4HG0282310",2
"3667","HORVU.MOREX.r2.5HG0443250",8
"3668","HORVU.MOREX.r2.3HG0201600",8
"3669","HORVU.MOREX.r2.2HG0146130",8
"3670","HORVU.MOREX.r2.7HG0583750",8
"3671","HORVU.MOREX.r2.5HG0438870",11
"3672","HORVU.MOREX.r2.4HG0341540",8
"3673","HORVU.MOREX.r2.5HG0417900",8
"3674","HORVU.MOREX.r2.3HG0202630",8
"3675","HORVU.MOREX.r2.7HG0599860",8
"3676","HORVU.MOREX.r2.6HG0505070",8
"3677","HORVU.MOREX.r2.6HG0470950",2
